"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","category_senti","sent.value"
"6","ShiSh ShridharDirector Business Strategy Retail Industrydiscusses what’s really working and…",FALSE,1,NA,2018-12-11 23:58:10,TRUE,NA,"1072641725972312064",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ObjectMgmtGroup",2,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Positive",0.25
"10","Microsoft does tell people Obscure technical blog posts most Windows users will never see c…",FALSE,0,"canterrain",2018-12-11 23:57:15,TRUE,"1072615414230851586","1072641492861227011","14403380","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrisbhoffman",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Negative",-0.6
"11","I am justdone with usingWord

Yes I know Im well behind the great template wars of CHI",FALSE,1,NA,2018-12-11 23:56:38,FALSE,NA,"1072641338984857600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","5tuartreeves",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",1.1
"16","et al The Corporate Donors Behind a Republican PowerGrabOur democracy is bei…",FALSE,0,"Walgreens",2018-12-11 23:54:55,TRUE,NA,"1072640907101552640","46177695","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","catslib",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Positive",0.4
"18","thanks for your most excellent customer service today Appreciate the swift response and resolution Have a great Christmas",FALSE,0,"Microsoft",2018-12-11 23:54:09,FALSE,NA,"1072640712783601667","74286565","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamesmw86",0,FALSE,FALSE,NA,NA,0,0,0,0,1,0,0,1,0,3,"Positive",3.35
"19","Cortana install Google Chrome",FALSE,0,"Microsoft",2018-12-11 23:53:59,FALSE,"1072576115967975426","1072640673021657088","74286565","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RedeemerBlood",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,0,0,0,"Neutral",0
"29","yesunlike time past where you bought a program for a one time payment a…",FALSE,0,"AnneLaBarbera",2018-12-11 23:50:18,TRUE,"1072634190292770816","1072639745778507776","15501576","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ClubDie",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,0,1,0,"Negative",-0.1
"30","rolls out updates tofor iOS with recognizable avatars and optimized swipescroll usability…",FALSE,0,"Microsoft",2018-12-11 23:50:02,TRUE,NA,"1072639679000928257","74286565","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","returnpath",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,0,0,1,"Positive",0.8
"32","Not coolThis is a good reason to do data migration and flash to Linux MAGA",FALSE,0,NA,2018-12-11 23:49:19,FALSE,NA,"1072639498801025024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FizzingWizBangs",0,FALSE,FALSE,NA,NA,0,1,0,0,1,0,1,1,0,2,"Positive",1.35
"33","That will add up toothings in totalthings from each three businesses Get it LOL",FALSE,0,"KaggyFilms",2018-12-11 23:49:18,FALSE,"1072020691325599744","1072639492442460162","193929402","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jay_zeke",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"34","In a digital world we need digital peace Together we can BeTheGeneration to STOPCYBERWARFARE Learn how and si…",FALSE,1,NA,2018-12-11 23:48:59,TRUE,NA,"1072639412524208129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OntsiieOntsiie1",0,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,1,0,2,"Positive",1.55
"35","I just did the HourOfCodecheck it out Thanksfor supporting",FALSE,3,NA,2018-12-11 23:48:34,FALSE,NA,"1072639306651574273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mrslyonslibrary",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1,"Positive",0.75
"39","Discover everyone which can do this already but no one cares enough to do anything Using AI to do stuf…",FALSE,0,"Microsoft",2018-12-11 23:45:00,TRUE,"1072629967958102016","1072638410899275777","74286565","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jay_zeke",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",0.75
"40","HmmAt what point does a company likeneed to be broken up due to a monopoly on services Just asking…",FALSE,0,NA,2018-12-11 23:44:18,TRUE,NA,"1072638235111813120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cynikill",0,FALSE,FALSE,NA,NA,1,0,0,1,0,1,0,0,1,0,"Negative",-0.75
"48","The shifting sands of Technology industrywonder what this chart will look like inin…",FALSE,0,NA,2018-12-11 23:40:53,TRUE,NA,"1072637375606611971",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sanjaykalra",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1,"Positive",0.6
"50","Screw up another a his videos and Im coming for you",FALSE,1,NA,2018-12-11 23:39:59,FALSE,NA,"1072637148556341248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RealWanBaw",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,0,0,0,"Neutral",0
"51","iPhone X is pretty nice Was a nice upgrade over my plus",FALSE,0,"joshgosse",2018-12-11 23:39:48,FALSE,"1072487215039680512","1072637101781475334","9626812","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mgrouchy",0,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,1,0,1,"Positive",1.25
"54","Mobile App Magnet Students on their field trip to thestore Thank you for having us…",FALSE,1,"Southridge_SHS",2018-12-11 23:38:54,TRUE,NA,"1072636875729498112","2318409021","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpartanMagnet",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,1,1,0,1,"Positive",0.9
"57","I get whyis ditching EdgeHTML in favor of Chromium Just tried to upload some files from my camera dire…",FALSE,0,NA,2018-12-11 23:38:19,TRUE,NA,"1072636728782016512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","YeahRrrrright",0,FALSE,FALSE,NA,NA,0,0,1,1,0,1,1,0,1,0,"Negative",-0.4
"60","surgedgainedaddedandfirmed",FALSE,0,"Twitter",2018-12-11 23:37:36,FALSE,NA,"1072636547911114752","783214","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WealthPP",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"62","UpworkMicrosoft Partner on Solution to Enable Enterprises to Build Freelance Teams at Scale…",FALSE,1,NA,2018-12-11 23:37:01,TRUE,NA,"1072636402041528320",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>","dez_skills",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,4,"Positive",2
"63","Thats the Senate House and Administration in the same room on camera Cool T…",FALSE,0,"Rise1Soar2BFree",2018-12-11 23:36:37,TRUE,"1072545309664927744","1072636301155938306","4165642155","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lonnie81385609",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1,"Positive",0.75
"64","when will we be getting more info on mouse and keyboard for Xbox one",FALSE,0,"Razer",2018-12-11 23:36:17,FALSE,NA,"1072636215667671040","15880163","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itskyle_98",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"69","Hi…",FALSE,0,NA,2018-12-11 23:34:21,TRUE,NA,"1072635729514237953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","asesabi",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"71","Fresh prerelease of MahAppsMetro v available now including XamlBehaviors for WPF <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E31><U+2728>…",FALSE,2,NA,2018-12-11 23:32:38,TRUE,NA,"1072635298432118784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","punker76",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Positive",1.9
"73","It’s almostand people are still loosing files onWord Technologyit’s finest",FALSE,0,NA,2018-12-11 23:32:20,FALSE,NA,"1072635224419430400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lizziejjahr",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",0.5
"75","talking about howis focusing investments on AIforgood EdgeAISummit CC…",FALSE,2,"GopinathRashmi",2018-12-11 23:31:59,TRUE,NA,"1072635134330003456","2828610506","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lebrechts",2,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"76","Just came back from a really interestinghour talkreactor on the ethics of Artificial Intelligence E…",FALSE,4,NA,2018-12-11 23:31:07,TRUE,NA,"1072634917094391813",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimRiyat",1,FALSE,FALSE,NA,NA,0,0,0,1,1,0,0,1,0,2,"Positive",0.9
"77","Puts More BrainPower Into Machine Learning forCloud microsoft microsoftazure…",FALSE,1,"Microsoft",2018-12-11 23:30:23,TRUE,NA,"1072634734327554049","74286565","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SubInsider",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1,"Positive",0.8
"80","Evaluate speechtotext services from AWSandat",FALSE,0,NA,2018-12-11 23:30:00,FALSE,NA,"1072634636533227520",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter Ads Composer</a>","bluepensoftware",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"81","What about all those important business emails gurlgotworktodo",FALSE,1,"CVMSRH",2018-12-11 23:29:22,FALSE,"1072623119314141184","1072634478164611073","519068987","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","els199218",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1,"Positive",0.75
"83","They are forcing me to keep a payment method This is obviously set up to embezz…",FALSE,0,"ClubDie",2018-12-11 23:28:14,TRUE,"1072622435005030401","1072634190292770816","2721815892","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnneLaBarbera",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,1,0,"Negative",-0.1
"85","installing your newest release of Windows buildget a blue screen of death with a driver pnp w…",FALSE,0,"Microsoft",2018-12-11 23:26:40,TRUE,NA,"1072633796615434242","74286565","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Careoran",1,FALSE,FALSE,NA,NA,1,1,1,1,0,2,1,0,1,0,"Negative",-0.75
"87","Can we have a hotkey that terminates all applications currently on the taskbar for when your OS decides…",FALSE,0,"Microsoft",2018-12-11 23:25:44,TRUE,NA,"1072633563328192512","74286565","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kylby36",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"88","Not at all They launched and then held back to optimize If they were fudging t…",FALSE,0,"Ericbotelho4",2018-12-11 23:25:30,TRUE,"1072575001512108032","1072633502087213056","898812404477435904","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","varoufackthis",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",0.25
"89","How to track down USB devices in Windowswith s USB Device Viewer",FALSE,2,NA,2018-12-11 23:25:14,FALSE,NA,"1072633436899291136",NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","TechRepublic",3,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,0,0,0,"Neutral",0
"91","This is really good and awesome i hope that you can do this everywhere i am a your biggest fan like my…",FALSE,0,"Microsoft",2018-12-11 23:24:40,TRUE,"1072629967958102016","1072633292380405760","74286565","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrunoneSabrina",0,FALSE,FALSE,NA,NA,0,2,0,0,2,0,2,2,0,2,"Positive",2.35
"93","Hmmm What would go well with aWindowsServerDatacenter version One of the fine HPE ProLiants…",FALSE,1,NA,2018-12-11 23:24:01,TRUE,NA,"1072633128676659201",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","HPE_Alliances",1,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",1.05
"96","Congratswith the latestupdate for phones you screw the Phone app agai…",FALSE,0,NA,2018-12-11 23:21:44,TRUE,NA,"1072632553675374593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BorisNevermore",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"99","Looking forward to speaking at the MentorProtege sessionheretonight DCTech",FALSE,3,NA,2018-12-11 23:20:33,FALSE,NA,"1072632257716895745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mackmckelvey",1,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Positive",0.6
"100","We can already do that without AI We just dont",FALSE,1,"Microsoft",2018-12-11 23:19:31,FALSE,"1072629967958102016","1072631997091209222","74286565","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aegis_Of_Reason",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"106","It was fun again Good job <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66>",FALSE,0,"andrewconnell",2018-12-11 23:17:54,FALSE,"1072630801982992384","1072631589962698752","14438530","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alisalih",0,FALSE,FALSE,NA,NA,0,2,0,0,2,0,1,1,0,3,"Positive",1.5
"107","Our TechPartners…",FALSE,0,NA,2018-12-11 23:17:41,TRUE,NA,"1072631535025750017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","genetec",1,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"110","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E61> needs you to band together inform the Australian public of the issues and dangers of…",FALSE,0,"Apple",2018-12-11 23:16:14,TRUE,NA,"1072631171845120000","380749300","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","johnkappa",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,1,0,1,"Neutral",0
"112","help me please have problem with my email",FALSE,0,"Microsoft",2018-12-11 23:16:13,FALSE,NA,"1072631166321205249","74286565","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daniielcarvajal",0,FALSE,FALSE,NA,NA,0,0,0,1,0,1,0,0,1,0,"Positive",0.25
"113","Im seeing Dark Mode support for Office for Mac IF youre an officesubscriber But what if you bought the non…",FALSE,0,NA,2018-12-11 23:15:18,TRUE,NA,"1072630934741102592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BouchardAnthony",0,FALSE,FALSE,NA,NA,0,0,0,0,0,1,0,0,0,0,"Negative",-0.1
"116","EpConnect Microsoft Flow Licensing ChangesMicrosoft Ditches Edge…",FALSE,1,"mscloudshow",2018-12-11 23:14:46,TRUE,NA,"1072630801982992384","1583094072","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","andrewconnell",2,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Neutral",0
"123","andteam up to make packaging and running cloudnative applications easier byfor…",FALSE,1,NA,2018-12-11 23:13:06,TRUE,NA,"1072630382514855938",NA,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>","devtoolsdigest",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",0.8
"128","From Microsoft this is a great piece of Inclusive Design and a wonderful case study Love the work thata…",FALSE,19,NA,2018-12-11 23:12:01,TRUE,NA,"1072630111051108353",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","feather",5,FALSE,FALSE,NA,NA,0,0,0,1,2,1,1,1,1,4,"Positive",3.3
"129","Are you a EUC visionaryMVPtalks Windows Virtual Desktop and how it could be a solutio…",FALSE,1,NA,2018-12-11 23:11:55,TRUE,NA,"1072630085100933123",NA,"<a href=""http://www.everyonesocial.com"" rel=""nofollow"">EveryoneSocial</a>","Simon_Townsend",1,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"131","HiFor Christmas can you pretty please makeautomatically disable “replytoall” for any mess…",FALSE,1,NA,2018-12-11 23:11:28,TRUE,NA,"1072629973515726848",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","TheRealRichii",0,FALSE,FALSE,NA,NA,0,1,1,1,1,1,0,1,2,1,"Positive",0.5
"132","which actually also happened to a friend of mine manufacturer error or conspiracy theory<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>",FALSE,0,"b43_t",2018-12-11 23:11:21,FALSE,"1072629671303499777","1072629944277196800","4676599668","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","b43_t",0,FALSE,FALSE,NA,NA,0,1,0,1,1,1,0,2,1,2,"Negative",-0.7
"138","Great visit from ’s David Spinelli today—thank you for your thoughtsinsights David and I share an alm…",FALSE,5,NA,2018-12-11 23:09:37,TRUE,NA,"1072629505192329218",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","lenjessup",0,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,1,0,2,"Positive",1.9
"139","Thoughts on Inclusive Design fromformerlyand now 

aeasf InclusiveDesign…",FALSE,6,NA,2018-12-11 23:09:02,TRUE,NA,"1072629361214414854",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","feather",1,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Positive",0.8
"140","Saw this on Microsofts post Congratulations",FALSE,0,"LisaAMandle",2018-12-11 23:08:10,FALSE,"1072611657191440384","1072629139595816960","993992114","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kellyMezaPrado",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",0.75
"144","THANK YOU MICROSOFT YOU CAN…",FALSE,0,"PeggyJ",2018-12-11 23:06:39,TRUE,"1072593602793144320","1072628761319927808","608523926","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chafikbenk",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Positive",0.5
"145","quick shout out tofor underscoring inclusion of all <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E37>",FALSE,1,NA,2018-12-11 23:06:11,FALSE,NA,"1072628642289733633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahaberasturi",0,FALSE,FALSE,NA,NA,1,0,0,0,0,0,1,1,0,0,"Neutral",0
"146","The collaboration market is going to look different inandis going to own the space …",FALSE,0,NA,2018-12-11 23:06:00,TRUE,NA,"1072628595489562624",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CIOdive",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"151","My boy im so proud<U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62>",FALSE,1,"Jadenbanson",2018-12-11 23:05:30,FALSE,"1072583311896338438","1072628469543174145","1849975478","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HuseyinAdanir",0,FALSE,FALSE,NA,NA,0,1,1,0,1,0,0,1,1,1,"Positive",1
"152","Nothing drives me more crazy than abrupt and unwanted changes of user interface on apps and social media My optima…",FALSE,1,NA,2018-12-11 23:05:23,TRUE,NA,"1072628439272824834",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jennarmathias",1,FALSE,FALSE,NA,NA,1,0,0,1,0,1,1,0,1,0,"Negative",-1.75
"154","Nice oneWay to celebrate inclusion with this awesome commercial about the Xbox adaptive controller",FALSE,0,NA,2018-12-11 23:05:10,FALSE,NA,"1072628387557072897",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","DolanFund",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,0,"Positive",2.15
"157","Didbreak open recents on the mac Office Its not showing recents and the panel says login wtf I…",FALSE,0,NA,2018-12-11 23:01:54,TRUE,NA,"1072627562541707264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewbusey",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"158","Need to seize the day Stay productive on the go withbusinessclass email and calendaring products The…",FALSE,0,NA,2018-12-11 23:01:53,TRUE,NA,"1072627560977182720",NA,"<a href=""http://www.contentmx.com"" rel=""nofollow"">ContentMX</a>","KerrConsulting",0,FALSE,FALSE,NA,NA,0,0,0,1,0,0,0,0,1,1,"Neutral",0
"159","See howusescloud services to boost workforce productivity byin the field Empower your…",FALSE,0,NA,2018-12-11 23:01:21,TRUE,NA,"1072627425329201155",NA,"<a href=""http://www.contentmx.com"" rel=""nofollow"">ContentMX</a>","isitonline",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,2,"Positive",2
"160","…",FALSE,1,"samirsinh189",2018-12-11 23:01:11,TRUE,"1072543581850755073","1072627382387924998","3308598001","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CHOPS1955",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"162","Are you a EUC visionaryMVPtalks Windows Virtual Desktop and how it could be a solution…",FALSE,0,NA,2018-12-11 23:00:01,TRUE,NA,"1072627091110330370",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","IGEL_Technology",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1,"Positive",0.5
"163","Please take the Coming Soon feature from Outlook and shove it",FALSE,0,"Microsoft",2018-12-11 22:59:23,FALSE,NA,"1072626932615995394","74286565","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TwitringMachine",0,FALSE,FALSE,NA,NA,1,1,0,0,0,0,0,0,1,1,"Positive",0.5
"164","Where is save as Rocket eBook Which was there for a brief glorious time in",FALSE,1,"euanc",2018-12-11 22:59:10,FALSE,"1072512827171201025","1072626877939048451","14121668","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CyndeMoya",0,FALSE,FALSE,NA,NA,1,1,0,0,1,0,0,1,0,1,"Positive",1
"167","i am not sure ifhas any real value for us consumers and businesss…",FALSE,0,"AnneLaBarbera",2018-12-11 22:58:25,TRUE,"1072624633323622401","1072626686825586688","15501576","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ClubDie",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1,"Positive",0.25
"175","Hiplease hire this man and make this design real this is wonderful",FALSE,0,NA,2018-12-11 22:56:12,TRUE,NA,"1072626130346221568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IDazaiXD",0,FALSE,FALSE,NA,NA,0,1,0,0,2,0,1,3,0,3,"Positive",1.6
"177","Proud of s commitment to diversity and grateful for clients who encourage lawfirms to become more divers…",FALSE,2,NA,2018-12-11 22:55:04,TRUE,NA,"1072625843904671745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Amani",0,FALSE,FALSE,NA,NA,0,1,0,0,2,0,0,2,0,3,"Positive",3
"179","Just asked a fewsuccess And im not a American<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E32>",FALSE,0,"Microsoft",2018-12-11 22:53:48,FALSE,"1072576115967975426","1072625524902649857","74286565","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MarcoEnxuto",0,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0,"Neutral",0
"181","John Callahan CTO Veridium shows proof of concept for biometric DID Authentication for use in know your customer…",FALSE,1,NA,2018-12-11 22:52:43,TRUE,NA,"1072625253619257345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConnectorKaren",0,FALSE,FALSE,NA,NA,0,0,1,0,0,0,0,2,1,1,"Positive",0.4
"183","Everyoneis proud to announce our partnership withto collaborate on advancing the state o…",FALSE,5,NA,2018-12-11 22:52:24,TRUE,NA,"1072625175605248000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whurley",5,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,2,0,2,"Positive",1.55
"186","YesWe have two people and need two email addresses I followed the EXACT s…",FALSE,1,"ClubDie",2018-12-11 22:50:15,TRUE,"1072622435005030401","1072624633323622401","2721815892","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnneLaBarbera",0,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,0,0,1,"Negative",-0.25
